,,,,,,,,,
Pre-hit context,Hit string,Post-hit context,File name,Transcript ID,Speaker ID,Speaker gender,Speaker role,Speaker native speaker status,
"d in the protein and like explode out. do you know what i mean cuz like, do you see what i_ remember",like,", um the step before this is like this this and then like this is the picture i remember it was like", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
" his name's test is this week. i mean but i really want to do a lot of studying  and then,",like,    i know, Astronomy Peer Tutorial ,OFC150MU042,S7,M,SU,NS,
're gonna yell at me but i read her mood gauge or whatever  and,like,first of all one day when she cleaned the house she was like i cleaned my stupid apartment without a, Senior Thesis Study Group ,SGR999SU146,S3,F,SU,NS,
"arch, and our, knowledge of the watershed? can you_ put that in there? or just, write it, ",like,research?     , Natural Resources Research Group Meeting ,MTG425JG004,S1,M,JG,NS,
"is not constructed to allow it. but for those who're willing to lose themselves in their sensuality,",like,"food, it becomes possible. Pedro and Tita are gone, but live forever. and i think that's why i get m", Fantasy in Literature Lecture ,LEL300SU076,S1,M,SF,NS,
"  i think that like has a lot to do with like looking at other cultures from like, your own culture",like,", like, we can look at 'em and say like, that it's a bad thing it's not moral for our like, but then", Intro Anthropology Discussion Section ,DIS115JU087,S10,M,JU,NS,
like you  need  like millions and millions of copies of your D-N-A in order for,like,", even like one chromosome to show up anything. so like... i think you need P-C-R for all D-N-A iden", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
" but actually think about it like, when you're playing a game rules really do constitute it. cuz um,",like,"for example if when you rolled the dice, you started playing Twister on the Monopoly board instead, ", Philosophy Discussion Section ,DIS475MU012,S1,F,SG,NS,
"ell, how do you calculate, the hydraulic grade line in an open channel? what's the formula for that?",like,what's_ how do you calculate the water depth...? it's P over gamma isn't it? you want me to write al, Hydraulics Problem Solving Lab ,LAB205SU045,S1,M,SG,NRN,
"y a monkey for you, well that's for,  common visitors sometimes",like,"a, someone not that well educated probably need, there is a problem just like a undereducated Chines", Peking Opera Colloquium ,COL140MX114,S4,M,JF,NNS,
" are little ping-pong balls like, no matter how hard those Ping-Pong balls against this big old rock",like,"the rock, it's not gonna move, that's what it's like, okay but these electrons (xx) kick off, they'r", Astronomy Peer Tutorial ,OFC150MU042,S3,M,SU,NRN,
  ,like,"there's this_ i think it's like this, and then, at the bottom then the coenzyme A comes in and repla", Biochemistry Study Group ,SGR175SU123,S3,M,SU,NS,
"'t like, start eating your flesh yet,  you  went to the doctor and you just had",like,"a rash or something but you wanted them to test for it, do they take a sample of your rash then?  ", Teaching Biochemistry Student Presentations ,STP175SU141,S14,F,SU,NS,
"t know what it me- like connected point of view, i don't know what that, what that's supposed to be.",like,"for nu- five?   is that, um  ", First Year Philosophy Seminar ,SEM475JU084,S5,M,JU,NS,
  or if t- i mean if you get a ticket later on and they'll pull you over and they'll be,like,"oh, you have an outstanding you know but if it's like one outstanding parking ticket and you'll be l", Math Study Group ,SGR385SU057,S1,M,SU,NS,
"  could you guys actually um, go to a,",like, check these out and go to a table?    , Science Learning Center Service Encounters ,SVC999MX148,S9,F,UN,NS,
"  that makes sense because, oh wait. cuz really it's",like,", as, as Z tends towards infinity or whatever you  stick there    ", Math Study Group ,SGR385SU057,S1,M,SU,NS,
"r that it should never happen and, rather than believing that it can happen gradually. and something",like,"church and state, i mean as connected as they still might be, i mean not necessarily as much and, yo", Intro Anthropology Discussion Section ,DIS115JU087,S14,F,JU,NS,
the Grapes of Wrath like i understood you know the whole (biplane everything_) what was going on but,like,"some of the stuff i would've never thought to,   ", Academic Advising ,ADV700JU047,S4,M,JU,NS,
"had to try and uh, decant stuff, that is, let very fine grained sediment and muddy water settle out,",like,"if you go camping and the lake water's a little muddy and you'd sorta like to, drink it but you'd pr", Intro Oceanography Lecture ,LEL305JU092,S1,M,SF,NS,
"  uh, shrinkwrap. it isn't shrinkwrap it might, sorta look",like,"it though.  lemme just let you look for a minute, before we start talking ", Art Museum Tour ,TOU999MX062,S1,F,ST,NS,
"   because,  (xx)  i don't know",like," this is how i understood it, i don't  remember,  someone explained ", Intro Biology Study Group ,SGR175MU126,S5,F,JU,NS,
"ng vacations or or i don't like my boss um, or it's just too cold to get up and go into work on days",like,"this, um i might decide to retire at fifty-two. okay? suppose i took the option value model and said", Labor Economics Lecture ,LES280JG138,S1,M,SF,NS,
  right they need to like   oh,like,modified after.    or, Intro Biology Study Group ,SGR175MU126,S5,F,JU,NS,
"a similar type, um instrument is maze except it looks li- at it in an institutional setting. so more",like,"in a nursing home. there's a lack of instruments, for the most part for looking at life-space mobili", Nursing Student Presentations ,STP450SG128,S5,F,SG,NS,
e. this is exciting isn't it?  you guys just d- there's nothing,like,", a good derivation on a Friday, right?  am i wrong?   ", Separation Processes ,LEL195SU120,S1,M,SF,NS,
   i thought that they meant  the original original. ,like,the     th, Intro Biology Discussion Section ,DIS175JU081,S10,F,JU,NS,
"an something like that? like it can be both, or it can be just one that just ba- that basically just",like,"throws all four of 'em in,  together    ", First Year Philosophy Seminar ,SEM475JU084,S5,M,JU,NS,
"bly using this in the population i'm interested in remove the first zone, which i, which is actually",like,"moved from the bedroom to the kitchen, you know and it just seemed like, it would be really difficul", Nursing Student Presentations ,STP450SG128,S5,F,SG,NS,
"ter and the, little town i lived in, was paid for along the way by three little towns. and they just",like,", wrecked these beautiful old homes that p- most people lived in and most of the people who lived in", Graduate French Cinema Seminar ,SEM545MG083,S3,F,JF,NS,
"  okay so this is where you're talking about the lac operon and,  things",like,that  the promoter region blah blah blah  blah blah blah blah blah blah  , Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
", get rid of it. but, a lot of it is giving it away. and so that's seen as, irrational, or like that",like,he's not getting any profit from this_ why would someone do that? why would they take all their weal, Intro Anthropology Lecture ,LEL115JU090,S1,F,JF,NS,
m- among this group. you you're  you're fond of it  but you mean it you mean it,like," you know, surprised or    ", English Composition Seminar ,SEM300MU100,S1,M,JF,NS,
"millions of copies of your D-N-A in order for like, even like one chromosome to show up anything. so",like,"... i think you need P-C-R for all D-N-A identification like,  things  like tha", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
so what do you get when you substitute in? when i get the E-squared terms what do i get? i get terms,like,", alpha alpha-star, alpha alpha, complex conjugate, this time this complex conjugate. and what do yo", Graduate Physics Lecture ,LES485MG006,S1,M,SF,NS,
" where like, D-N-A is actually being like, um, moved from one to the other or like if you hear about",like,"budding and like when you take o- ho- like hear about like fungi and like mushrooms how like, someti", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
   and like no  it's,like,", it's like people when uh, i do the same thing though. i respond to their email, and it takes them ", Media Union Service Encounters ,SVC999MX104,S52,M,SU,NS,
"s more like people that owned, the factories (or) whatever and then all the workers, even the people",like,"before, capitalism people that had_ like that were talented in their trades were given higher pay, w", Principles in Sociology Lecture ,LEL565SU064,S4,F,SU,NS,
"haven't evaluated, this first condition here. okay? so that's how i would pr- proceed. now it sounds",like,", this was a complex search i mean it required, three sets with lots of descriptors in 'em. cuz ther", Graduate Online Search and Database Lecture ,LES335JG065,S1,F,SF,NS,
s it has to be like really quiet.  you know like you can't just,like,"bust out laughing like the brass players who just like really like, they don't have (their) (xx)  ", English Composition Seminar ,SEM300MU100,S4,F,SU,NS,
" at, you know?   it's like it's",like,it's like (it formed into one) with all the uh   , Biopsychology Lab ,LAB500SU044,S6,M,SU,NS,
" pictures of students and prostitutes out for an outing in the wood. you could look at, cheap prints",like,this one and these were quasi-pornographic prints that circulated these were like the urban version , Renaissance to Modern Art History Lecture ,LEL320JU143,S1,F,SF,NS,
"uh a number of people who, wanted to hold, to rationalism in order to reject voluntarism but did not",like,"what we would think of as utilitarianism. and had to find a way to, talk about, rational first princ", Philosophy Colloquium ,COL475MX082,S2,M,SF,NS,
"jec- well i mean i guess it is to a point but it's not, so much like degrading or such but it's more",like,", i don't know like i read something like pornography is really for the man's eye and erotica's for "," Sex, Gender, and the Body Lecture ",LES565SU137,S4,F,SU,NS,
"i don't know i have a i have an,  i have an exam like right after i couldn't, i couldn't,",like,"stay after class but, if something drastic happened maybe if someone doesn't have class they could, ", American Family Group Project Meeting ,SGR565SU144,S1,F,SU,NS,
